Player,Match,first_serve_pctg,second_serve_pctg,double_faults,win
Thanasi Kokkinakis,20220113-M-Adelaide-QF-Aleksandar_Vukic-Thanasi_Kokkinakis,69.4,96.2,1,True
Maxime Cressy,20220113-M-Sydney-QF-Maxime_Cressy-Daniel_Evans,56.9,71.0,9,False
Daniel Evans,20220113-M-Sydney-QF-Maxime_Cressy-Daniel_Evans,57.1,85.2,4,True
Marin Cilic,20220114-M-Adelaide-SF-Marin_Cilic-Thanasi_Kokkinakis,59.6,92.5,3,False
Thanasi Kokkinakis,20220114-M-Adelaide-SF-Marin_Cilic-Thanasi_Kokkinakis,69.9,96.4,1,True
Arthur Rinderknech,20220115-M-Adelaide-F-Arthur_Rinderknech-Thanasi_Kokkinakis,65.4,100.0,0,False
Thanasi Kokkinakis,20220115-M-Adelaide-F-Arthur_Rinderknech-Thanasi_Kokkinakis,77.2,100.0,0,True
Andy Murray,20220115-M-Sydney-F-Andy_Murray-Aslan_Karatsev,50.9,81.5,5,False
Aslan Karatsev,20220115-M-Sydney-F-Andy_Murray-Aslan_Karatsev,54.5,96.0,1,True
Aslan Karatsev,20220117-M-Australian_Open-R128-Aslan_Karatsev-Jaume_Munar,57.3,90.2,8,True
Jaume Munar,20220117-M-Australian_Open-R128-Aslan_Karatsev-Jaume_Munar,70.2,92.6,4,False
Federico Delbonis,20220117-M-Australian_Open-R128-Federico_Delbonis-Pedro_Martinez,73.6,89.5,4,False
Pedro Martinez,20220117-M-Australian_Open-R128-Federico_Delbonis-Pedro_Martinez,66.2,89.6,5,True
Hubert Hurkacz,20220117-M-Australian_Open-R128-Hubert_Hurkacz-Egor_Gerasimov,66.4,96.1,2,True
Egor Gerasimov,20220117-M-Australian_Open-R128-Hubert_Hurkacz-Egor_Gerasimov,60.6,90.7,5,False
John Millman,20220117-M-Australian_Open-R128-John_Millman-Feliciano_Lopez,63.6,100.0,0,True
Feliciano Lopez,20220117-M-Australian_Open-R128-John_Millman-Feliciano_Lopez,59.1,90.7,5,False
Tallon Griekspoor,20220117-M-Australian_Open-R128-Tallon_Griekspoor-Fabio_Fognini,63.3,96.6,1,True
Fabio Fognini,20220117-M-Australian_Open-R128-Tallon_Griekspoor-Fabio_Fognini,46.4,91.1,4,False
Alex Molcan,20220118-M-Australian_Open-R128-Alex_Molcan-Roman_Safiullin,74.5,89.5,4,True
Roman Safiullin,20220118-M-Australian_Open-R128-Alex_Molcan-Roman_Safiullin,69.7,100.0,0,False
Daniel Evans,20220118-M-Australian_Open-R128-Daniel_Evans-David_Goffin,62.7,92.0,2,True
David Goffin,20220118-M-Australian_Open-R128-Daniel_Evans-David_Goffin,55.3,94.1,2,False
Daniil Medvedev,20220118-M-Australian_Open-R128-Daniil_Medvedev-Henri_Laaksonen,66.3,90.3,3,True
Henri Laaksonen,20220118-M-Australian_Open-R128-Daniil_Medvedev-Henri_Laaksonen,63.3,100.0,0,False
Lorenzo Musetti,20220118-M-Australian_Open-R128-Lorenzo_Musetti-Alex_De_Minaur,61.1,95.5,2,False
Alex De Minaur,20220118-M-Australian_Open-R128-Lorenzo_Musetti-Alex_De_Minaur,68.5,100.0,0,True
Gael Monfils,20220119-M-Australian_Open-R64-Gael_Monfils-Alexander_Bublik,64.4,96.2,1,True
Alexander Bublik,20220119-M-Australian_Open-R64-Gael_Monfils-Alexander_Bublik,61.4,76.5,8,False
Hubert Hurkacz,20220119-M-Australian_Open-R64-Hubert_Hurkacz-Adrian_Mannarino,66.3,96.8,1,False
Adrian Mannarino,20220119-M-Australian_Open-R64-Hubert_Hurkacz-Adrian_Mannarino,66.3,100.0,0,True
Pablo Carreno Busta,20220119-M-Australian_Open-R64-Pablo_Carreno_Busta-Tallon_Griekspoor,67.9,82.7,9,True
Tallon Griekspoor,20220119-M-Australian_Open-R64-Pablo_Carreno_Busta-Tallon_Griekspoor,53.5,83.9,14,False
Christopher Oconnell,20220120-M-Australian_Open-R128-Christopher_Oconnell-Diego_Schwartzman,59.0,94.0,3,True
Diego Schwartzman,20220120-M-Australian_Open-R128-Christopher_Oconnell-Diego_Schwartzman,60.3,84.8,7,False
Nick Kyrgios,20220120-M-Australian_Open-R64-Nick_Kyrgios-Daniil_Medvedev,72.1,94.4,2,False
Daniil Medvedev,20220120-M-Australian_Open-R64-Nick_Kyrgios-Daniil_Medvedev,67.2,87.2,5,True
Steve Johnson,20220120-M-Australian_Open-R64-Steve_Johnson-Jannik_Sinner,56.0,97.3,1,False
Jannik Sinner,20220120-M-Australian_Open-R64-Steve_Johnson-Jannik_Sinner,63.4,92.3,2,True
Taylor Fritz,20220120-M-Australian_Open-R64-Taylor_Fritz-Frances_Tiafoe,64.2,86.0,6,True
Frances Tiafoe,20220120-M-Australian_Open-R64-Taylor_Fritz-Frances_Tiafoe,55.2,94.2,3,False
Aslan Karatsev,20220121-M-Australian_Open-R32-Aslan_Karatsev-Adrian_Mannarino,62.6,91.4,6,False
Adrian Mannarino,20220121-M-Australian_Open-R32-Aslan_Karatsev-Adrian_Mannarino,60.0,96.8,2,True
Carlos Alcaraz,20220121-M-Australian_Open-R32-Carlos_Alcaraz-Matteo_Berrettini,61.9,86.4,8,False
Matteo Berrettini,20220121-M-Australian_Open-R32-Carlos_Alcaraz-Matteo_Berrettini,70.6,95.8,2,True
Lorenzo Sonego,20220121-M-Australian_Open-R32-Lorenzo_Sonego-Miomir_Kecmanovic,71.1,77.1,8,False
Miomir Kecmanovic,20220121-M-Australian_Open-R32-Lorenzo_Sonego-Miomir_Kecmanovic,53.5,95.5,3,True
Rafael Nadal,20220122-M-Australian_Open-R16-Rafael_Nadal-Adrian_Mannarino,56.8,84.2,6,True
Adrian Mannarino,20220122-M-Australian_Open-R16-Rafael_Nadal-Adrian_Mannarino,56.7,91.1,4,False
Botic Van De Zandschulp,20220122-M-Australian_Open-R32-Botic_Van_De_Zandschulp-Daniil_Medvedev,65.1,100.0,0,False
Daniil Medvedev,20220122-M-Australian_Open-R32-Botic_Van_De_Zandschulp-Daniil_Medvedev,66.3,79.3,6,True
Marin Cilic,20220122-M-Australian_Open-R32-Marin_Cilic-Andrey_Rublev,54.0,94.2,3,True
Andrey Rublev,20220122-M-Australian_Open-R32-Marin_Cilic-Andrey_Rublev,68.0,95.0,2,False
Gael Monfils,20220123-M-Australian_Open-R16-Gael_Monfils-Miomir_Kecmanovic,59.0,90.2,4,True
Miomir Kecmanovic,20220123-M-Australian_Open-R16-Gael_Monfils-Miomir_Kecmanovic,56.6,92.9,4,False
Pablo Carreno Busta,20220123-M-Australian_Open-R16-Pablo_Carreno_Busta-Matteo_Berrettini,69.6,94.3,2,False
Matteo Berrettini,20220123-M-Australian_Open-R16-Pablo_Carreno_Busta-Matteo_Berrettini,77.2,95.2,1,True
Stefanos Tsitsipas,20220123-M-Australian_Open-R16-Stefanos_Tsitsipas-Taylor_Fritz,67.9,98.0,1,True
Taylor Fritz,20220123-M-Australian_Open-R16-Stefanos_Tsitsipas-Taylor_Fritz,61.8,92.3,4,False
Maxime Cressy,20220124-M-Australian_Open-R16-Maxime_Cressy-Daniil_Medvedev,63.0,70.5,18,False
Daniil Medvedev,20220124-M-Australian_Open-R16-Maxime_Cressy-Daniil_Medvedev,65.1,86.7,6,True
Gael Monfils,20220125-M-Australian_Open-QF-Gael_Monfils-Matteo_Berrettini,55.9,88.3,7,False
Matteo Berrettini,20220125-M-Australian_Open-QF-Gael_Monfils-Matteo_Berrettini,60.6,97.0,2,True
Rafael Nadal,20220125-M-Australian_Open-QF-Rafael_Nadal-Denis_Shapovalov,68.5,76.1,11,True
Denis Shapovalov,20220125-M-Australian_Open-QF-Rafael_Nadal-Denis_Shapovalov,58.4,91.2,5,False
Daniil Medvedev,20220126-M-Australian_Open-QF-Daniil_Medvedev-Felix_Auger_Aliassime,64.3,87.1,9,True
Felix Auger Aliassime,20220126-M-Australian_Open-QF-Daniil_Medvedev-Felix_Auger_Aliassime,69.0,92.3,4,False
Stefanos Tsitsipas,20220126-M-Australian_Open-QF-Stefanos_Tsitsipas-Jannik_Sinner,67.9,92.0,2,True
Jannik Sinner,20220126-M-Australian_Open-QF-Stefanos_Tsitsipas-Jannik_Sinner,63.6,95.8,1,False
Rafael Nadal,20220128-M-Australian_Open-SF-Rafael_Nadal-Matteo_Berrettini,68.6,93.8,2,True
Matteo Berrettini,20220128-M-Australian_Open-SF-Rafael_Nadal-Matteo_Berrettini,66.7,94.1,2,False
Stefanos Tsitsipas,20220128-M-Australian_Open-SF-Stefanos_Tsitsipas-Daniil_Medvedev,69.2,97.3,1,False
Daniil Medvedev,20220128-M-Australian_Open-SF-Stefanos_Tsitsipas-Daniil_Medvedev,71.0,86.2,4,True
Bruno Kuzuhara,20220129-M-Australian_Open_Juniors-F-Bruno_Kuzuhara-Jakub_Mensik,62.7,88.1,7,True
Jakub Mensik,20220129-M-Australian_Open_Juniors-F-Bruno_Kuzuhara-Jakub_Mensik,56.8,92.6,4,False
Rafael Nadal,20220130-M-Australian_Open-F-Rafael_Nadal-Daniil_Medvedev,61.9,93.1,5,True
Daniil Medvedev,20220130-M-Australian_Open-F-Rafael_Nadal-Daniil_Medvedev,69.8,90.9,5,False
David Goffin,20220203-M-Montpellier-R16-David_Goffin-Adrian_Mannarino,55.6,89.3,3,False
Adrian Mannarino,20220203-M-Montpellier-R16-David_Goffin-Adrian_Mannarino,60.0,91.7,2,True
Soon Woo Kwon,20220203-M-Montpellier-R16-Soon_Woo_Kwon-Richard_Gasquet,59.1,89.5,4,False
Richard Gasquet,20220203-M-Montpellier-R16-Soon_Woo_Kwon-Richard_Gasquet,50.0,96.4,1,True
Alejandro Tabilo,20220204-M-Cordoba-QF-Alejandro_Tabilo-Sebastian_Baez,60.3,100.0,0,True
Sebastian Baez,20220204-M-Cordoba-QF-Alejandro_Tabilo-Sebastian_Baez,70.4,93.8,1,False
Roberto Bautista Agut,20220204-M-Montpellier-QF-Roberto_Bautista_Agut-Alexander_Bublik,71.7,96.7,1,False
Alexander Bublik,20220204-M-Montpellier-QF-Roberto_Bautista_Agut-Alexander_Bublik,65.6,75.0,8,True
Hubert Hurkacz,20220207-M-Rotterdam-R32-Hubert_Hurkacz-Jo_Wilfried_Tsonga,62.5,95.8,1,True
Jo Wilfried Tsonga,20220207-M-Rotterdam-R32-Hubert_Hurkacz-Jo_Wilfried_Tsonga,65.2,95.7,1,False
Federico Delbonis,20220208-M-Buenos_Aires-R32-Federico_Delbonis-Juan_Martin_Del_Potro,71.4,100.0,0,True
Juan Martin Del Potro,20220208-M-Buenos_Aires-R32-Federico_Delbonis-Juan_Martin_Del_Potro,69.6,100.0,0,False
Aslan Karatsev,20220208-M-Rotterdam-R32-Aslan_Karatsev-Tallon_Griekspoor,64.6,82.9,6,False
Tallon Griekspoor,20220208-M-Rotterdam-R32-Aslan_Karatsev-Tallon_Griekspoor,61.2,82.5,7,True
Denis Shapovalov,20220208-M-Rotterdam-R32-Denis_Shapovalov-Jiri_Lehecka,56.5,80.0,6,False
Jiri Lehecka,20220208-M-Rotterdam-R32-Denis_Shapovalov-Jiri_Lehecka,62.5,91.7,2,True
Sebastian Baez,20220209-M-Buenos_Aires-R16-Sebastian_Baez-Lorenzo_Sonego,81.1,85.7,2,False
Lorenzo Sonego,20220209-M-Buenos_Aires-R16-Sebastian_Baez-Lorenzo_Sonego,74.3,94.7,1,True
Hubert Hurkacz,20220209-M-Rotterdam-R16-Hubert_Hurkacz-Lorenzo_Musetti,67.8,96.4,1,False
Lorenzo Musetti,20220209-M-Rotterdam-R16-Hubert_Hurkacz-Lorenzo_Musetti,58.9,87.2,5,True
Marton Fucsovics,20220211-M-Rotterdam-QF-Marton_Fucsovics-Andrey_Rublev,62.5,83.3,4,False
Andrey Rublev,20220211-M-Rotterdam-QF-Marton_Fucsovics-Andrey_Rublev,74.4,100.0,0,True
Reilly Opelka,20220212-M-Dallas-QF-Reilly_Opelka-Adrian_Mannarino,84.4,100.0,0,True
Adrian Mannarino,20220212-M-Dallas-QF-Reilly_Opelka-Adrian_Mannarino,62.2,100.0,0,False
Jenson Brooksby,20220212-M-Dallas-SF-Jenson_Brooksby-Marcos_Giron,65.6,95.5,2,True
Marcos Giron,20220212-M-Dallas-SF-Jenson_Brooksby-Marcos_Giron,69.3,100.0,0,False
John Isner,20220212-M-Dallas-SF-John_Isner-Reilly_Opelka,75.0,95.5,1,False
Reilly Opelka,20220212-M-Dallas-SF-John_Isner-Reilly_Opelka,76.7,100.0,0,True
Felix Auger Aliassime,20220212-M-Rotterdam-SF-Felix_Auger_Aliassime-Andrey_Rublev,65.7,82.4,6,True
Andrey Rublev,20220212-M-Rotterdam-SF-Felix_Auger_Aliassime-Andrey_Rublev,72.0,93.3,2,False
Reilly Opelka,20220213-M-Dallas-F-Reilly_Opelka-Jenson_Brooksby,68.6,95.5,1,True
Jenson Brooksby,20220213-M-Dallas-F-Reilly_Opelka-Jenson_Brooksby,69.3,88.9,3,False
Stefanos Tsitsipas,20220213-M-Rotterdam-F-Stefanos_Tsitsipas-Felix_Auger_Aliassime,56.4,83.3,4,False
Felix Auger Aliassime,20220213-M-Rotterdam-F-Stefanos_Tsitsipas-Felix_Auger_Aliassime,63.6,100.0,0,True
Carlos Alcaraz,20220214-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Jaume_Munar,63.1,90.3,3,True
Jaume Munar,20220214-M-Rio_de_Janeiro-R32-Carlos_Alcaraz-Jaume_Munar,67.2,95.5,1,False
Denis Shapovalov,20220217-M-Doha-QF-Denis_Shapovalov-Arthur_Rinderknech,62.7,67.9,9,False
Arthur Rinderknech,20220217-M-Doha-QF-Denis_Shapovalov-Arthur_Rinderknech,63.0,95.0,1,True
Federico Delbonis,20220217-M-Rio_de_Janeiro-R16-Federico_Delbonis-Carlos_Alcaraz,62.5,95.8,1,False
Carlos Alcaraz,20220217-M-Rio_de_Janeiro-R16-Federico_Delbonis-Carlos_Alcaraz,63.6,87.5,3,True
Carlos Alcaraz,20220219-M-Rio_de_Janeiro-QF-Carlos_Alcaraz-Matteo_Berrettini,63.6,83.3,4,True
Matteo Berrettini,20220219-M-Rio_de_Janeiro-QF-Carlos_Alcaraz-Matteo_Berrettini,65.1,90.9,2,False
Fabio Fognini,20220219-M-Rio_de_Janeiro-SF-Fabio_Fognini-Carlos_Alcaraz,51.5,93.9,2,False
Carlos Alcaraz,20220219-M-Rio_de_Janeiro-SF-Fabio_Fognini-Carlos_Alcaraz,68.4,87.5,3,True
Jack Draper,20220220-M-Forli_CH-F-Jack_Draper-Tim_Van_Rijthoven,62.5,77.8,4,True
Tim Van Rijthoven,20220220-M-Forli_CH-F-Jack_Draper-Tim_Van_Rijthoven,76.7,100.0,0,False
Diego Schwartzman,20220220-M-Rio_de_Janeiro-F-Diego_Schwartzman-Carlos_Alcaraz,63.3,88.9,2,False
Carlos Alcaraz,20220220-M-Rio_de_Janeiro-F-Diego_Schwartzman-Carlos_Alcaraz,68.0,100.0,0,True
Grigor Dimitrov,20220221-M-Acapulco-R32-Grigor_Dimitrov-Stefan_Kozlov,65.0,73.2,11,False
Stefan Kozlov,20220221-M-Acapulco-R32-Grigor_Dimitrov-Stefan_Kozlov,81.5,88.0,3,True
Jenson Brooksby,20220222-M-Acapulco-R32-Jenson_Brooksby-Alexander_Zverev,62.5,95.2,2,False
Alexander Zverev,20220222-M-Acapulco-R32-Jenson_Brooksby-Alexander_Zverev,67.0,85.7,5,True
Hubert Hurkacz,20220222-M-Dubai-R32-Hubert_Hurkacz-Alexander_Bublik,63.0,94.1,1,True
Alexander Bublik,20220222-M-Dubai-R32-Hubert_Hurkacz-Alexander_Bublik,51.8,70.4,8,False
Benoit Paire,20220223-M-Acapulco-R32-Benoit_Paire-Daniil_Medvedev,48.1,92.5,3,False
Daniil Medvedev,20220223-M-Acapulco-R32-Benoit_Paire-Daniil_Medvedev,57.8,66.7,9,True
Alex Molcan,20220223-M-Dubai-R16-Alex_Molcan-Hubert_Hurkacz,78.2,83.3,2,False
Hubert Hurkacz,20220223-M-Dubai-R16-Alex_Molcan-Hubert_Hurkacz,60.0,86.4,3,True
Sebastian Baez,20220223-M-Santiago-R16-Sebastian_Baez-Juan_Ignacio_Londero,70.0,86.7,2,True
Juan Ignacio Londero,20220223-M-Santiago-R16-Sebastian_Baez-Juan_Ignacio_Londero,63.5,87.0,3,False
Daniil Medvedev,20220224-M-Acapulco-QF-Daniil_Medvedev-Yoshihito_Nishioka,66.7,87.5,2,True
Yoshihito Nishioka,20220224-M-Acapulco-QF-Daniil_Medvedev-Yoshihito_Nishioka,64.3,93.3,1,False
Daniil Medvedev,20220224-M-Acapulco-R16-Daniil_Medvedev-Pablo_Andujar,54.3,90.5,2,True
Pablo Andujar,20220224-M-Acapulco-R16-Daniil_Medvedev-Pablo_Andujar,71.1,90.9,1,False
Hubert Hurkacz,20220224-M-Dubai-QF-Hubert_Hurkacz-Jannik_Sinner,57.1,90.5,2,True
Jannik Sinner,20220224-M-Dubai-QF-Hubert_Hurkacz-Jannik_Sinner,70.0,94.4,1,False
Peter Bertran,20220224-M-ITF_Santo_Domingo-R16-Peter_Bertran-Nick_Hardt,61.0,87.5,2,False
Nick Hardt,20220224-M-ITF_Santo_Domingo-R16-Peter_Bertran-Nick_Hardt,57.9,100.0,0,True
Peter Gojowczyk,20220225-M-Acapulco-QF-Peter_Gojowczyk-Cameron_Norrie,50.0,88.5,3,False
Cameron Norrie,20220225-M-Acapulco-QF-Peter_Gojowczyk-Cameron_Norrie,59.1,88.9,2,True
Rafael Nadal,20220225-M-Acapulco-SF-Rafael_Nadal-Daniil_Medvedev,71.2,95.7,1,True
Daniil Medvedev,20220225-M-Acapulco-SF-Rafael_Nadal-Daniil_Medvedev,62.5,70.8,7,False
Hubert Hurkacz,20220225-M-Dubai-SF-Hubert_Hurkacz-Andrey_Rublev,69.9,96.8,1,False
Andrey Rublev,20220225-M-Dubai-SF-Hubert_Hurkacz-Andrey_Rublev,67.4,93.3,2,True
Thiago Monteiro,20220225-M-Santiago-QF-Thiago_Monteiro-Sebastian_Baez,60.0,90.0,4,False
Sebastian Baez,20220225-M-Santiago-QF-Thiago_Monteiro-Sebastian_Baez,72.9,89.7,3,True
Stefanos Tsitsipas,20220226-M-Acapulco-SF-Stefanos_Tsitsipas-Cameron_Norrie,69.2,100.0,0,False
Cameron Norrie,20220226-M-Acapulco-SF-Stefanos_Tsitsipas-Cameron_Norrie,73.1,85.7,2,True
Andrey Rublev,20220226-M-Dubai-F-Andrey_Rublev-Jiri_Vesely,74.1,93.3,1,True
Jiri Vesely,20220226-M-Dubai-F-Andrey_Rublev-Jiri_Vesely,58.6,66.7,8,False
Pedro Martinez,20220227-M-Santiago-F-Pedro_Martinez-Sebastian_Baez,67.3,75.0,8,True
Sebastian Baez,20220227-M-Santiago-F-Pedro_Martinez-Sebastian_Baez,71.2,93.8,2,False
Taylor Fritz,20220228-M-Acapulco-R32-Taylor_Fritz-Adrian_Mannarino,56.2,85.7,4,True
Adrian Mannarino,20220228-M-Acapulco-R32-Taylor_Fritz-Adrian_Mannarino,61.4,88.9,3,False
Alexis Galarneau,20220304-M-Davis_Cup_Qualifiers-RR-Alexis_Galarneau-Botic_Van_De_Zandschulp,57.0,89.2,4,False
Botic Van De Zandschulp,20220304-M-Davis_Cup_Qualifiers-RR-Alexis_Galarneau-Botic_Van_De_Zandschulp,60.6,79.5,8,True
Tallon Griekspoor,20220304-M-Davis_Cup_Qualifiers-RR-Tallon_Griekspoor-Steven_Diez,59.3,86.4,3,True
Steven Diez,20220304-M-Davis_Cup_Qualifiers-RR-Tallon_Griekspoor-Steven_Diez,67.5,96.0,1,False
Robin Haase,20220305-M-Davis_Cup_Qualifiers-RR-Robin_Haase-Steven_Diez,54.3,90.5,2,True
Steven Diez,20220305-M-Davis_Cup_Qualifiers-RR-Robin_Haase-Steven_Diez,61.4,94.1,1,False
Sebastian Baez,20220310-M-Indian_Wells_Masters-R128-Sebastian_Baez-Nick_Kyrgios,70.6,93.3,1,False
Nick Kyrgios,20220310-M-Indian_Wells_Masters-R128-Sebastian_Baez-Nick_Kyrgios,74.2,87.5,2,True
Brandon Nakashima,20220311-M-Indian_Wells_Masters-R128-Brandon_Nakashima-Adrian_Mannarino,63.9,100.0,0,True
Adrian Mannarino,20220311-M-Indian_Wells_Masters-R128-Brandon_Nakashima-Adrian_Mannarino,57.4,79.3,6,False
Federico Coria,20220312-M-Indian_Wells_Masters-R64-Federico_Coria-Daniel_Evans,60.4,94.7,1,False
Daniel Evans,20220312-M-Indian_Wells_Masters-R64-Federico_Coria-Daniel_Evans,42.5,95.7,1,True
Gael Monfils,20220312-M-Indian_Wells_Masters-R64-Gael_Monfils-Filip_Krajinovic,48.3,87.1,4,True
Filip Krajinovic,20220312-M-Indian_Wells_Masters-R64-Gael_Monfils-Filip_Krajinovic,60.9,100.0,0,False
Reilly Opelka,20220312-M-Indian_Wells_Masters-R64-Reilly_Opelka-Lorenzo_Musetti,59.6,89.5,2,True
Lorenzo Musetti,20220312-M-Indian_Wells_Masters-R64-Reilly_Opelka-Lorenzo_Musetti,60.0,80.0,4,False
Sebastian Korda,20220312-M-Indian_Wells_Masters-R64-Sebastian_Korda-Rafael_Nadal,51.7,95.2,2,False
Rafael Nadal,20220312-M-Indian_Wells_Masters-R64-Sebastian_Korda-Rafael_Nadal,62.2,78.4,8,True
Federico Delbonis,20220313-M-Indian_Wells_Masters-R64-Federico_Delbonis-Nick_Kyrgios,68.6,93.8,1,False
Nick Kyrgios,20220313-M-Indian_Wells_Masters-R64-Federico_Delbonis-Nick_Kyrgios,59.6,94.7,1,True
Felix Auger Aliassime,20220313-M-Indian_Wells_Masters-R64-Felix_Auger_Aliassime-Botic_Van_De_Zandschulp,51.7,86.0,8,False
Botic Van De Zandschulp,20220313-M-Indian_Wells_Masters-R64-Felix_Auger_Aliassime-Botic_Van_De_Zandschulp,60.2,93.3,3,True
Hubert Hurkacz,20220313-M-Indian_Wells_Masters-R64-Hubert_Hurkacz-Oscar_Otte,66.7,92.3,2,True
Oscar Otte,20220313-M-Indian_Wells_Masters-R64-Hubert_Hurkacz-Oscar_Otte,43.6,84.1,7,False
Sam Querrey,20220313-M-Indian_Wells_Masters-R64-Sam_Querrey-John_Isner,59.5,73.3,8,False
John Isner,20220313-M-Indian_Wells_Masters-R64-Sam_Querrey-John_Isner,71.4,95.0,1,True
Gael Monfils,20220314-M-Indian_Wells_Masters-R32-Gael_Monfils-Daniil_Medvedev,67.8,75.0,7,True
Daniil Medvedev,20220314-M-Indian_Wells_Masters-R32-Gael_Monfils-Daniil_Medvedev,50.0,85.7,6,False
Roberto Bautista Agut,20220314-M-Indian_Wells_Masters-R32-Roberto_Bautista_Agut-Carlos_Alcaraz,68.2,78.6,3,False
Carlos Alcaraz,20220314-M-Indian_Wells_Masters-R32-Roberto_Bautista_Agut-Carlos_Alcaraz,62.8,87.5,2,True
Lloyd Harris,20220315-M-Indian_Wells_Masters-R16-Lloyd_Harris-Matteo_Berrettini,60.9,100.0,0,False
Matteo Berrettini,20220315-M-Indian_Wells_Masters-R16-Lloyd_Harris-Matteo_Berrettini,66.1,85.7,3,True
Casper Ruud,20220315-M-Indian_Wells_Masters-R32-Casper_Ruud-Nick_Kyrgios,48.1,89.3,3,False
Nick Kyrgios,20220315-M-Indian_Wells_Masters-R32-Casper_Ruud-Nick_Kyrgios,65.4,94.4,1,True
John Isner,20220315-M-Indian_Wells_Masters-R32-John_Isner-Diego_Schwartzman,73.6,92.9,1,True
Diego Schwartzman,20220315-M-Indian_Wells_Masters-R32-John_Isner-Diego_Schwartzman,67.2,84.2,3,False
Steve Johnson,20220315-M-Indian_Wells_Masters-R32-Steve_Johnson-Hubert_Hurkacz,64.5,90.9,2,False
Hubert Hurkacz,20220315-M-Indian_Wells_Masters-R32-Steve_Johnson-Hubert_Hurkacz,64.8,96.0,1,True
Grigor Dimitrov,20220316-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-John_Isner,71.0,85.0,3,True
John Isner,20220316-M-Indian_Wells_Masters-R16-Grigor_Dimitrov-John_Isner,68.4,88.9,2,False
Hubert Hurkacz,20220316-M-Indian_Wells_Masters-R16-Hubert_Hurkacz-Andrey_Rublev,58.2,90.9,3,False
Andrey Rublev,20220316-M-Indian_Wells_Masters-R16-Hubert_Hurkacz-Andrey_Rublev,52.9,96.9,1,True
Andrey Rublev,20220316-M-Indian_Wells_Masters-R32-Andrey_Rublev-Frances_Tiafoe,65.4,94.4,1,True
Frances Tiafoe,20220316-M-Indian_Wells_Masters-R32-Andrey_Rublev-Frances_Tiafoe,56.1,84.0,4,False
Grigor Dimitrov,20220316-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Alexander_Bublik,60.8,95.0,1,True
Alexander Bublik,20220316-M-Indian_Wells_Masters-R32-Grigor_Dimitrov-Alexander_Bublik,64.2,89.5,2,False
Rafael Nadal,20220317-M-Indian_Wells_Masters-QF-Rafael_Nadal-Nick_Kyrgios,65.7,80.0,7,True
Nick Kyrgios,20220317-M-Indian_Wells_Masters-QF-Rafael_Nadal-Nick_Kyrgios,54.2,89.8,5,False
Gael Monfils,20220317-M-Indian_Wells_Masters-R16-Gael_Monfils-Carlos_Alcaraz,55.2,83.3,5,False
Carlos Alcaraz,20220317-M-Indian_Wells_Masters-R16-Gael_Monfils-Carlos_Alcaraz,69.8,92.3,1,True
Grigor Dimitrov,20220318-M-Indian_Wells_Masters-QF-Grigor_Dimitrov-Andrey_Rublev,61.1,82.1,5,False
Andrey Rublev,20220318-M-Indian_Wells_Masters-QF-Grigor_Dimitrov-Andrey_Rublev,62.1,90.9,2,True
Rafael Nadal,20220319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Carlos_Alcaraz,66.7,88.9,4,True
Carlos Alcaraz,20220319-M-Indian_Wells_Masters-SF-Rafael_Nadal-Carlos_Alcaraz,63.0,91.9,3,False
Taylor Fritz,20220319-M-Indian_Wells_Masters-SF-Taylor_Fritz-Andrey_Rublev,59.4,88.5,3,True
Andrey Rublev,20220319-M-Indian_Wells_Masters-SF-Taylor_Fritz-Andrey_Rublev,61.4,92.3,3,False
Rafael Nadal,20220320-M-Indian_Wells_Masters-F-Rafael_Nadal-Taylor_Fritz,66.7,88.5,3,False
Taylor Fritz,20220320-M-Indian_Wells_Masters-F-Rafael_Nadal-Taylor_Fritz,64.5,88.9,3,True
Tallon Griekspoor,20220323-M-Miami_Masters-R128-Tallon_Griekspoor-Francisco_Cerundolo,61.8,92.3,3,False
Francisco Cerundolo,20220323-M-Miami_Masters-R128-Tallon_Griekspoor-Francisco_Cerundolo,62.0,81.6,7,True
Botic Van De Zandschulp,20220324-M-Miami_Masters-R128-Botic_Van_De_Zandschulp-Mikhail_Kukushkin,60.0,92.9,2,False
Mikhail Kukushkin,20220324-M-Miami_Masters-R128-Botic_Van_De_Zandschulp-Mikhail_Kukushkin,56.4,97.1,1,True
Jack Sock,20220325-M-Miami_Masters-R128-Jack_Sock-Miomir_Kecmanovic,72.9,94.7,1,False
Miomir Kecmanovic,20220325-M-Miami_Masters-R128-Jack_Sock-Miomir_Kecmanovic,59.4,100.0,0,True
Emil Ruusuvuori,20220325-M-Miami_Masters-R64-Emil_Ruusuvuori-Jannik_Sinner,67.3,87.5,4,False
Jannik Sinner,20220325-M-Miami_Masters-R64-Emil_Ruusuvuori-Jannik_Sinner,63.4,91.9,3,True
Juan Manuel Cerundolo,20220325-M-Miami_Masters-R64-Juan_Manuel_Cerundolo-Kevin_Anderson,75.8,100.0,0,True
Kevin Anderson,20220325-M-Miami_Masters-R64-Juan_Manuel_Cerundolo-Kevin_Anderson,59.3,97.1,1,False
