Player,Match,first_serve_pctg,second_serve_pctg,double_faults,win
Gael Monfils,20250108-M-Auckland-R16-Gael_Monfils-Jan_Lennard_Struff,67.7,80.0,4,True
Jan Lennard Struff,20250108-M-Auckland-R16-Gael_Monfils-Jan_Lennard_Struff,50.0,92.9,2,False
Facundo Diaz Acosta,20250109-M-Auckland-QF-Facundo_Diaz_Acosta-Gael_Monfils,66.7,95.0,1,False
Gael Monfils,20250109-M-Auckland-QF-Facundo_Diaz_Acosta-Gael_Monfils,63.5,94.7,1,True
Gael Monfils,20250110-M-Auckland-SF-Gael_Monfils-Nishesh_Basavareddy,54.5,95.0,2,True
Nishesh Basavareddy,20250110-M-Auckland-SF-Gael_Monfils-Nishesh_Basavareddy,64.4,100.0,0,False
Gael Monfils,20250111-M-Auckland-F-Gael_Monfils-Zizou_Bergs,55.0,85.2,4,True
Zizou Bergs,20250111-M-Auckland-F-Gael_Monfils-Zizou_Bergs,65.6,86.4,3,False
Casper Ruud,20250112-M-Australian_Open-R128-Casper_Ruud-Jaume_Munar,67.5,95.0,2,True
Jaume Munar,20250112-M-Australian_Open-R128-Casper_Ruud-Jaume_Munar,65.2,93.8,3,False
Kei Nishikori,20250112-M-Australian_Open-R128-Kei_Nishikori-Thiago_Monteiro,72.1,92.3,3,True
Thiago Monteiro,20250112-M-Australian_Open-R128-Kei_Nishikori-Thiago_Monteiro,64.5,91.7,5,False
Otto Virtanen,20250112-M-Australian_Open-R128-Otto_Virtanen-Arthur_Fils,54.8,81.8,12,False
Arthur Fils,20250112-M-Australian_Open-R128-Otto_Virtanen-Arthur_Fils,63.8,95.2,2,True
Alex Michelsen,20250113-M-Australian_Open-R128-Alex_Michelsen-Stefanos_Tsitsipas,68.5,79.5,8,True
Stefanos Tsitsipas,20250113-M-Australian_Open-R128-Alex_Michelsen-Stefanos_Tsitsipas,62.1,95.5,2,False
Alexander Shevchenko,20250113-M-Australian_Open-R128-Alexander_Shevchenko-Carlos_Alcaraz,60.7,100.0,0,False
Carlos Alcaraz,20250113-M-Australian_Open-R128-Alexander_Shevchenko-Carlos_Alcaraz,59.3,87.9,4,True
Christopher Oconnell,20250113-M-Australian_Open-R128-Christopher_Oconnell-Tommy_Paul,64.0,98.4,1,False
Tommy Paul,20250113-M-Australian_Open-R128-Christopher_Oconnell-Tommy_Paul,61.1,94.8,3,True
Jannik Sinner,20250113-M-Australian_Open-R128-Jannik_Sinner-Nicolas_Jarry,57.4,97.7,1,True
Nicolas Jarry,20250113-M-Australian_Open-R128-Jannik_Sinner-Nicolas_Jarry,72.4,85.2,4,False
Novak Djokovic,20250113-M-Australian_Open-R128-Novak_Djokovic-Nishesh_Basavareddy,67.9,88.2,4,True
Nishesh Basavareddy,20250113-M-Australian_Open-R128-Novak_Djokovic-Nishesh_Basavareddy,55.0,86.2,8,False
Alex De Minaur,20250114-M-Australian_Open-R128-Alex_De_Minaur-Botic_Van_De_Zandschulp,63.4,88.2,4,True
Botic Van De Zandschulp,20250114-M-Australian_Open-R128-Alex_De_Minaur-Botic_Van_De_Zandschulp,48.9,84.8,7,False
Andrey Rublev,20250114-M-Australian_Open-R128-Andrey_Rublev-Joao_Fonseca,69.5,84.4,5,False
Joao Fonseca,20250114-M-Australian_Open-R128-Andrey_Rublev-Joao_Fonseca,70.0,97.2,1,True
Hubert Hurkacz,20250114-M-Australian_Open-R128-Hubert_Hurkacz-Tallon_Griekspoor,75.9,95.0,1,True
Tallon Griekspoor,20250114-M-Australian_Open-R128-Hubert_Hurkacz-Tallon_Griekspoor,58.3,90.0,5,False
Kasidit Samrej,20250114-M-Australian_Open-R128-Kasidit_Samrej-Daniil_Medvedev,58.1,90.8,6,False
Daniil Medvedev,20250114-M-Australian_Open-R128-Kasidit_Samrej-Daniil_Medvedev,55.8,82.6,8,True
Matteo Arnaldi,20250114-M-Australian_Open-R128-Matteo_Arnaldi-Lorenzo_Musetti,53.0,84.9,13,False
Lorenzo Musetti,20250114-M-Australian_Open-R128-Matteo_Arnaldi-Lorenzo_Musetti,60.5,91.4,5,True
Taylor Fritz,20250114-M-Australian_Open-R128-Taylor_Fritz-Jenson_Brooksby,67.1,95.7,1,True
Jenson Brooksby,20250114-M-Australian_Open-R128-Taylor_Fritz-Jenson_Brooksby,58.8,87.9,4,False
Juan Pablo Varillas,20250114-M-Buenos_Aires_CH-R32-Juan_Pablo_Varillas-Juan_Carlos_Prado_Angelo,62.0,93.9,3,True
Juan Carlos Prado Angelo,20250114-M-Buenos_Aires_CH-R32-Juan_Pablo_Varillas-Juan_Carlos_Prado_Angelo,48.8,93.9,4,False
Alexander Zverev,20250115-M-Australian_Open-R64-Alexander_Zverev-Pedro_Martinez,74.0,89.5,2,True
Pedro Martinez,20250115-M-Australian_Open-R64-Alexander_Zverev-Pedro_Martinez,69.4,81.8,4,False
Carlos Alcaraz,20250115-M-Australian_Open-R64-Carlos_Alcaraz-Yoshihito_Nishioka,60.0,87.5,3,True
Yoshihito Nishioka,20250115-M-Australian_Open-R64-Carlos_Alcaraz-Yoshihito_Nishioka,54.1,89.3,3,False
Casper Ruud,20250115-M-Australian_Open-R64-Casper_Ruud-Jakub_Mensik,64.5,86.0,6,False
Jakub Mensik,20250115-M-Australian_Open-R64-Casper_Ruud-Jakub_Mensik,60.2,97.7,1,True
Ugo Humbert,20250115-M-Australian_Open-R64-Ugo_Humbert-Hady_Habib,66.7,96.0,1,True
Hady Habib,20250115-M-Australian_Open-R64-Ugo_Humbert-Hady_Habib,65.2,87.1,4,False
Mark Lajal,20250116-M-Australian_Open-Q3-Mark_Lajal-Jaime_Faria,69.3,81.5,5,False
Jaime Faria,20250116-M-Australian_Open-Q3-Mark_Lajal-Jaime_Faria,57.6,76.9,9,True
Hubert Hurkacz,20250116-M-Australian_Open-R64-Hubert_Hurkacz-Miomir_Kecmanovic,64.6,79.3,6,False
Miomir Kecmanovic,20250116-M-Australian_Open-R64-Hubert_Hurkacz-Miomir_Kecmanovic,58.3,100.0,0,True
Learner Tien,20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,70.8,93.2,4,True
Daniil Medvedev,20250116-M-Australian_Open-R64-Learner_Tien-Daniil_Medvedev,56.2,89.2,8,False
Lorenzo Sonego,20250116-M-Australian_Open-R64-Lorenzo_Sonego-Joao_Fonseca,66.4,93.6,3,True
Joao Fonseca,20250116-M-Australian_Open-R64-Lorenzo_Sonego-Joao_Fonseca,61.0,89.5,6,False
Taylor Fritz,20250116-M-Australian_Open-R64-Taylor_Fritz-Cristian_Garin,70.0,94.4,1,True
Cristian Garin,20250116-M-Australian_Open-R64-Taylor_Fritz-Cristian_Garin,66.1,85.7,3,False
Tristan Schoolkate,20250116-M-Australian_Open-R64-Tristan_Schoolkate-Jannik_Sinner,60.1,81.8,10,False
Jannik Sinner,20250116-M-Australian_Open-R64-Tristan_Schoolkate-Jannik_Sinner,62.0,86.8,5,True
Novak Djokovic,20250117-M-Australian_Open-R32-Novak_Djokovic-Tomas_Machac,64.6,85.7,4,True
Tomas Machac,20250117-M-Australian_Open-R32-Novak_Djokovic-Tomas_Machac,63.2,84.4,5,False
Nuno Borges,20250117-M-Australian_Open-R32-Nuno_Borges-Carlos_Alcaraz,70.8,97.5,1,False
Carlos Alcaraz,20250117-M-Australian_Open-R32-Nuno_Borges-Carlos_Alcaraz,61.5,92.9,3,True
Alex Michelsen,20250118-M-Australian_Open-R32-Alex_Michelsen-Karen_Khachanov,62.6,89.2,4,True
Karen Khachanov,20250118-M-Australian_Open-R32-Alex_Michelsen-Karen_Khachanov,62.7,96.8,1,False
Ben Shelton,20250118-M-Australian_Open-R32-Ben_Shelton-Lorenzo_Musetti,69.7,91.7,3,True
Lorenzo Musetti,20250118-M-Australian_Open-R32-Ben_Shelton-Lorenzo_Musetti,60.3,93.5,3,False
Jannik Sinner,20250118-M-Australian_Open-R32-Jannik_Sinner-Marcos_Giron,60.2,93.9,2,True
Marcos Giron,20250118-M-Australian_Open-R32-Jannik_Sinner-Marcos_Giron,57.3,94.3,2,False
Miomir Kecmanovic,20250118-M-Australian_Open-R32-Miomir_Kecmanovic-Holger_Rune,63.8,88.9,6,False
Holger Rune,20250118-M-Australian_Open-R32-Miomir_Kecmanovic-Holger_Rune,60.1,92.1,5,True
Taylor Fritz,20250118-M-Australian_Open-R32-Taylor_Fritz-Gael_Monfils,66.2,100.0,0,False
Gael Monfils,20250118-M-Australian_Open-R32-Taylor_Fritz-Gael_Monfils,61.2,91.5,4,True
Novak Djokovic,20250119-M-Australian_Open-R16-Novak_Djokovic-Jiri_Lehecka,58.7,92.1,3,True
Jiri Lehecka,20250119-M-Australian_Open-R16-Novak_Djokovic-Jiri_Lehecka,56.6,91.3,4,False
Ugo Humbert,20250119-M-Australian_Open-R16-Ugo_Humbert-Alexander_Zverev,72.1,89.7,3,False
Alexander Zverev,20250119-M-Australian_Open-R16-Ugo_Humbert-Alexander_Zverev,72.1,87.5,3,True
Ben Shelton,20250120-M-Australian_Open-R16-Ben_Shelton-Gael_Monfils,69.2,91.9,3,True
Gael Monfils,20250120-M-Australian_Open-R16-Ben_Shelton-Gael_Monfils,59.7,82.0,9,False
Jannik Sinner,20250120-M-Australian_Open-R16-Jannik_Sinner-Holger_Rune,56.2,87.0,6,True
Holger Rune,20250120-M-Australian_Open-R16-Jannik_Sinner-Holger_Rune,62.7,90.2,4,False
Alexander Zverev,20250121-M-Australian_Open-QF-Alexander_Zverev-Tommy_Paul,68.9,88.1,5,True
Tommy Paul,20250121-M-Australian_Open-QF-Alexander_Zverev-Tommy_Paul,63.6,95.3,2,False
Novak Djokovic,20250121-M-Australian_Open-QF-Novak_Djokovic-Carlos_Alcaraz,63.2,94.0,3,True
Carlos Alcaraz,20250121-M-Australian_Open-QF-Novak_Djokovic-Carlos_Alcaraz,73.6,84.8,5,False
Jannik Sinner,20250122-M-Australian_Open-QF-Jannik_Sinner-Alex_De_Minaur,66.1,100.0,0,True
Alex De Minaur,20250122-M-Australian_Open-QF-Jannik_Sinner-Alex_De_Minaur,51.3,97.4,1,False
Lorenzo Sonego,20250122-M-Australian_Open-QF-Lorenzo_Sonego-Ben_Shelton,66.7,98.0,1,False
Ben Shelton,20250122-M-Australian_Open-QF-Lorenzo_Sonego-Ben_Shelton,71.6,90.0,4,True
Jannik Sinner,20250124-M-Australian_Open-SF-Jannik_Sinner-Ben_Shelton,56.2,100.0,0,True
Ben Shelton,20250124-M-Australian_Open-SF-Jannik_Sinner-Ben_Shelton,59.3,87.5,6,False
Novak Djokovic,20250124-M-Australian_Open-SF-Novak_Djokovic-Alexander_Zverev,57.4,100.0,0,False
Alexander Zverev,20250124-M-Australian_Open-SF-Novak_Djokovic-Alexander_Zverev,78.9,87.5,1,True
Clement Chidekh,20250125-M-Oeiras_3_CH-R32-Clement_Chidekh-Adrian_Andreev,58.8,83.3,7,False
Adrian Andreev,20250125-M-Oeiras_3_CH-R32-Clement_Chidekh-Adrian_Andreev,55.8,90.0,5,True
Jannik Sinner,20250126-M-Australian_Open-F-Jannik_Sinner-Alexander_Zverev,60.0,94.7,2,True
Alexander Zverev,20250126-M-Australian_Open-F-Jannik_Sinner-Alexander_Zverev,68.4,93.3,2,False
Richard Gasquet,20250128-M-Montpellier-R32-Richard_Gasquet-Adrian_Mannarino,58.3,85.0,3,True
Adrian Mannarino,20250128-M-Montpellier-R32-Richard_Gasquet-Adrian_Mannarino,64.3,90.0,2,False
Tallon Griekspoor,20250128-M-Montpellier-R32-Tallon_Griekspoor-Botic_Van_De_Zandschulp,61.0,93.3,2,True
Botic Van De Zandschulp,20250128-M-Montpellier-R32-Tallon_Griekspoor-Botic_Van_De_Zandschulp,49.1,65.5,10,False
Christopher Eubanks,20250129-M-Montpellier-R16-Christopher_Eubanks-Andrey_Rublev,80.8,90.0,1,False
Andrey Rublev,20250129-M-Montpellier-R16-Christopher_Eubanks-Andrey_Rublev,58.3,100.0,0,True
Jesper De Jong,20250130-M-Montpellier-R16-Jesper_De_Jong-Flavio_Cobolli,50.8,100.0,0,True
Flavio Cobolli,20250130-M-Montpellier-R16-Jesper_De_Jong-Flavio_Cobolli,64.3,100.0,0,False
Tallon Griekspoor,20250130-M-Montpellier-R16-Tallon_Griekspoor-Richard_Gasquet,70.1,93.1,2,True
Richard Gasquet,20250130-M-Montpellier-R16-Tallon_Griekspoor-Richard_Gasquet,57.6,91.7,3,False
Jesper De Jong,20250131-M-Montpellier-QF-Jesper_De_Jong-Tallon_Griekspoor,68.8,96.0,1,True
Tallon Griekspoor,20250131-M-Montpellier-QF-Jesper_De_Jong-Tallon_Griekspoor,63.2,88.0,3,False
Nikoloz Basilashvili,20250131-M-Montpellier-QF-Nikoloz_Basilashvili-Andrey_Rublev,38.1,92.3,1,False
Andrey Rublev,20250131-M-Montpellier-QF-Nikoloz_Basilashvili-Andrey_Rublev,55.6,100.0,0,True
Hamad Medjedovic,20250201-M-Davis_Cup_Qualifiers-RR-Hamad_Medjedovic-Elmer_Moller,61.3,87.1,4,False
Elmer Moller,20250201-M-Davis_Cup_Qualifiers-RR-Hamad_Medjedovic-Elmer_Moller,54.4,88.9,4,True
Ugo Humbert,20250201-M-Davis_Cup_Qualifiers-RR-Ugo_Humbert-Joao_Fonseca,49.2,93.3,2,True
Joao Fonseca,20250201-M-Davis_Cup_Qualifiers-RR-Ugo_Humbert-Joao_Fonseca,63.2,92.0,2,False
Aleksandar Kovacevic,20250201-M-Montpellier-SF-Aleksandar_Kovacevic-Andrey_Rublev,53.2,97.2,1,True
Andrey Rublev,20250201-M-Montpellier-SF-Aleksandar_Kovacevic-Andrey_Rublev,63.6,90.0,2,False
Jesper De Jong,20250201-M-Montpellier-SF-Jesper_De_Jong-Felix_Auger_Aliassime,66.3,93.1,2,False
Felix Auger Aliassime,20250201-M-Montpellier-SF-Jesper_De_Jong-Felix_Auger_Aliassime,60.0,78.6,6,True
Daniil Medvedev,20250203-M-Rotterdam-R32-Daniil_Medvedev-Stan_Wawrinka,64.8,80.6,6,True
Stan Wawrinka,20250203-M-Rotterdam-R32-Daniil_Medvedev-Stan_Wawrinka,52.8,92.0,4,False
Hubert Hurkacz,20250203-M-Rotterdam-R32-Hubert_Hurkacz-Flavio_Cobolli,56.2,95.2,1,True
Flavio Cobolli,20250203-M-Rotterdam-R32-Hubert_Hurkacz-Flavio_Cobolli,60.0,86.4,3,False
Mattia Bellucci,20250203-M-Rotterdam-R32-Mattia_Bellucci-Mees_Rottgering,66.1,80.0,4,True
Mees Rottgering,20250203-M-Rotterdam-R32-Mattia_Bellucci-Mees_Rottgering,57.1,93.3,2,False
Andrey Rublev,20250204-M-Rotterdam-R32-Andrey_Rublev-Zhizhen_Zhang,60.7,95.8,1,True
Zhizhen Zhang,20250204-M-Rotterdam-R32-Andrey_Rublev-Zhizhen_Zhang,54.3,87.5,4,False
Carlos Alcaraz,20250204-M-Rotterdam-R32-Carlos_Alcaraz-Botic_Van_De_Zandschulp,55.8,88.1,5,True
Botic Van De Zandschulp,20250204-M-Rotterdam-R32-Carlos_Alcaraz-Botic_Van_De_Zandschulp,62.0,78.9,8,False
Lorenzo Sonego,20250204-M-Rotterdam-R32-Lorenzo_Sonego-Holger_Rune,58.2,95.1,2,False
Holger Rune,20250204-M-Rotterdam-R32-Lorenzo_Sonego-Holger_Rune,56.9,100.0,0,True
Kei Nishikori,20250205-M-Dallas-R32-Kei_Nishikori-Tomas_Machac,64.6,100.0,0,False
Tomas Machac,20250205-M-Dallas-R32-Kei_Nishikori-Tomas_Machac,60.4,94.7,1,True
Taylor Fritz,20250205-M-Dallas-R32-Taylor_Fritz-Arthur_Rinderknech,69.8,100.0,0,True
Arthur Rinderknech,20250205-M-Dallas-R32-Taylor_Fritz-Arthur_Rinderknech,63.8,95.2,1,False
Jiri Lehecka,20250205-M-Rotterdam-R16-Jiri_Lehecka-Hubert_Hurkacz,68.4,100.0,0,False
Hubert Hurkacz,20250205-M-Rotterdam-R16-Jiri_Lehecka-Hubert_Hurkacz,67.4,100.0,0,True
Mattia Bellucci,20250205-M-Rotterdam-R16-Mattia_Bellucci-Daniil_Medvedev,64.9,97.8,1,True
Daniil Medvedev,20250205-M-Rotterdam-R16-Mattia_Bellucci-Daniil_Medvedev,55.9,82.9,7,False
Tallon Griekspoor,20250205-M-Rotterdam-R32-Tallon_Griekspoor-Matteo_Berrettini,59.2,92.9,3,True
Matteo Berrettini,20250205-M-Rotterdam-R32-Tallon_Griekspoor-Matteo_Berrettini,65.1,90.0,3,False
Casper Ruud,20250206-M-Dallas-R16-Casper_Ruud-Michael_Mmoh,75.5,100.0,0,True
Michael Mmoh,20250206-M-Dallas-R16-Casper_Ruud-Michael_Mmoh,65.1,80.0,3,False
Andrea Vavassori,20250206-M-Rotterdam-R16-Andrea_Vavassori-Carlos_Alcaraz,61.0,82.6,4,False
Carlos Alcaraz,20250206-M-Rotterdam-R16-Andrea_Vavassori-Carlos_Alcaraz,69.4,100.0,0,True
Andrey Rublev,20250206-M-Rotterdam-R16-Andrey_Rublev-Fabian_Marozsan,59.0,100.0,0,True
Fabian Marozsan,20250206-M-Rotterdam-R16-Andrey_Rublev-Fabian_Marozsan,68.4,88.0,3,False
Jakub Mensik,20250206-M-Rotterdam-R16-Jakub_Mensik-Alex_De_Minaur,56.6,87.9,4,False
Alex De Minaur,20250206-M-Rotterdam-R16-Jakub_Mensik-Alex_De_Minaur,67.3,94.1,1,True
Tallon Griekspoor,20250206-M-Rotterdam-R16-Tallon_Griekspoor-Stefanos_Tsitsipas,67.9,95.2,2,False
Stefanos Tsitsipas,20250206-M-Rotterdam-R16-Tallon_Griekspoor-Stefanos_Tsitsipas,61.2,88.9,5,True
Denis Shapovalov,20250207-M-Dallas-QF-Denis_Shapovalov-Tomas_Machac,55.6,79.2,5,True
Tomas Machac,20250207-M-Dallas-QF-Denis_Shapovalov-Tomas_Machac,73.2,100.0,0,False
Andrey Rublev,20250207-M-Rotterdam-QF-Andrey_Rublev-Hubert_Hurkacz,62.3,86.0,6,False
Hubert Hurkacz,20250207-M-Rotterdam-QF-Andrey_Rublev-Hubert_Hurkacz,63.8,97.1,1,True
Pedro Martinez,20250207-M-Rotterdam-QF-Pedro_Martinez-Carlos_Alcaraz,68.4,77.8,4,False
Carlos Alcaraz,20250207-M-Rotterdam-QF-Pedro_Martinez-Carlos_Alcaraz,63.9,84.6,2,True
Stefanos Tsitsipas,20250207-M-Rotterdam-QF-Stefanos_Tsitsipas-Mattia_Bellucci,60.3,95.7,1,False
Mattia Bellucci,20250207-M-Rotterdam-QF-Stefanos_Tsitsipas-Mattia_Bellucci,57.9,91.7,2,True
Denis Shapovalov,20250208-M-Dallas-SF-Denis_Shapovalov-Tommy_Paul,64.1,85.7,4,True
Tommy Paul,20250208-M-Dallas-SF-Denis_Shapovalov-Tommy_Paul,59.6,100.0,0,False
Alex De Minaur,20250208-M-Rotterdam-SF-Alex_De_Minaur-Mattia_Bellucci,40.9,96.2,1,True
Mattia Bellucci,20250208-M-Rotterdam-SF-Alex_De_Minaur-Mattia_Bellucci,53.3,90.5,2,False
Hubert Hurkacz,20250208-M-Rotterdam-SF-Hubert_Hurkacz-Carlos_Alcaraz,62.6,97.3,1,False
Carlos Alcaraz,20250208-M-Rotterdam-SF-Hubert_Hurkacz-Carlos_Alcaraz,61.5,89.2,4,True
Casper Ruud,20250209-M-Dallas-F-Casper_Ruud-Denis_Shapovalov,75.3,94.4,1,False
Denis Shapovalov,20250209-M-Dallas-F-Casper_Ruud-Denis_Shapovalov,68.5,91.3,2,True
Alex De Minaur,20250209-M-Rotterdam-F-Alex_De_Minaur-Carlos_Alcaraz,61.5,86.7,4,False
Carlos Alcaraz,20250209-M-Rotterdam-F-Alex_De_Minaur-Carlos_Alcaraz,68.4,95.8,1,True
Sebastian Korda,20250210-M-Marseille-R32-Sebastian_Korda-Otto_Virtanen,65.7,88.9,4,False
Otto Virtanen,20250210-M-Marseille-R32-Sebastian_Korda-Otto_Virtanen,60.0,91.7,4,True
Francisco Cerundolo,20250212-M-Buenos_Aires-R16-Francisco_Cerundolo-Juan_Manuel_Cerundolo,64.8,94.7,1,True
Juan Manuel Cerundolo,20250212-M-Buenos_Aires-R16-Francisco_Cerundolo-Juan_Manuel_Cerundolo,56.4,87.5,3,False
Joao Fonseca,20250212-M-Buenos_Aires-R32-Joao_Fonseca-Tomas_Martin_Etcheverry,69.2,87.5,2,True
Tomas Martin Etcheverry,20250212-M-Buenos_Aires-R32-Joao_Fonseca-Tomas_Martin_Etcheverry,60.7,95.8,1,False
Nicolas Jarry,20250212-M-Buenos_Aires-R32-Nicolas_Jarry-Diego_Schwartzman,62.2,91.9,3,False
Diego Schwartzman,20250212-M-Buenos_Aires-R32-Nicolas_Jarry-Diego_Schwartzman,66.7,89.5,4,True
Alexander Bublik,20250212-M-Marseille-R16-Alexander_Bublik-Ugo_Humbert,54.9,87.5,4,False
Ugo Humbert,20250212-M-Marseille-R16-Alexander_Bublik-Ugo_Humbert,59.7,96.3,1,True
Diego Schwartzman,20250213-M-Buenos_Aires-R16-Diego_Schwartzman-Pedro_Martinez,64.3,73.3,4,False
Pedro Martinez,20250213-M-Buenos_Aires-R16-Diego_Schwartzman-Pedro_Martinez,77.6,81.8,2,True
Federico Coria,20250213-M-Buenos_Aires-R16-Federico_Coria-Joao_Fonseca,62.1,93.9,2,False
Joao Fonseca,20250213-M-Buenos_Aires-R16-Federico_Coria-Joao_Fonseca,60.0,93.8,2,True
Lorenzo Musetti,20250213-M-Buenos_Aires-R16-Lorenzo_Musetti-Corentin_Moutet,68.4,88.9,2,True
Corentin Moutet,20250213-M-Buenos_Aires-R16-Lorenzo_Musetti-Corentin_Moutet,69.6,85.7,2,False
Hubert Hurkacz,20250213-M-Marseille-R16-Hubert_Hurkacz-Zhizhen_Zhang,54.7,93.0,3,False
Zhizhen Zhang,20250213-M-Marseille-R16-Hubert_Hurkacz-Zhizhen_Zhang,62.1,86.1,5,True
Pierre Hugues Herbert,20250213-M-Marseille-R16-Pierre_Hugues_Herbert-Daniil_Medvedev,55.8,73.9,6,False
Daniil Medvedev,20250213-M-Marseille-R16-Pierre_Hugues_Herbert-Daniil_Medvedev,59.2,85.0,3,True
Mariano Navone,20250214-M-Buenos_Aires-QF-Mariano_Navone-Joao_Fonseca,59.8,100.0,0,False
Joao Fonseca,20250214-M-Buenos_Aires-QF-Mariano_Navone-Joao_Fonseca,66.4,91.9,3,True
Lorenzo Sonego,20250214-M-Marseille-QF-Lorenzo_Sonego-Ugo_Humbert,62.5,95.8,1,False
Ugo Humbert,20250214-M-Marseille-QF-Lorenzo_Sonego-Ugo_Humbert,54.0,93.1,2,True
Laslo Djere,20250215-M-Buenos_Aires-SF-Laslo_Djere-Joao_Fonseca,56.1,93.6,3,False
Joao Fonseca,20250215-M-Buenos_Aires-SF-Laslo_Djere-Joao_Fonseca,71.0,92.6,2,True
Ugo Humbert,20250215-M-Marseille-SF-Ugo_Humbert-Zizou_Bergs,58.3,92.0,2,True
Zizou Bergs,20250215-M-Marseille-SF-Ugo_Humbert-Zizou_Bergs,53.4,92.6,2,False
Francisco Cerundolo,20250216-M-Buenos_Aires-F-Francisco_Cerundolo-Joao_Fonseca,63.2,96.0,1,False
Joao Fonseca,20250216-M-Buenos_Aires-F-Francisco_Cerundolo-Joao_Fonseca,64.0,92.6,2,True
Alejandro Davidovich Fokina,20250216-M-Delray_Beach-F-Alejandro_Davidovich_Fokina-Miomir_Kecmanovic,64.7,93.3,2,False
Miomir Kecmanovic,20250216-M-Delray_Beach-F-Alejandro_Davidovich_Fokina-Miomir_Kecmanovic,67.0,100.0,0,True
Hamad Medjedovic,20250216-M-Marseille-F-Hamad_Medjedovic-Ugo_Humbert,61.1,82.1,5,False
Ugo Humbert,20250216-M-Marseille-F-Hamad_Medjedovic-Ugo_Humbert,50.0,100.0,0,True
Nicholas Alan Van Aken,20250217-M-Brazzaville_CH-R32-Nicholas_Alan_Van_Aken-Andrej_Martin,61.5,73.3,4,False
Andrej Martin,20250217-M-Brazzaville_CH-R32-Nicholas_Alan_Van_Aken-Andrej_Martin,70.6,80.0,2,True
Marin Cilic,20250217-M-Doha-R32-Marin_Cilic-Carlos_Alcaraz,64.0,81.5,5,False
Carlos Alcaraz,20250217-M-Doha-R32-Marin_Cilic-Carlos_Alcaraz,62.7,90.9,2,True
Kryce Didier Momo Kassa,20250218-M-Brazzaville_CH-R32-Kryce_Didier_Momo_Kassa-Max_Houkes,30.0,61.9,8,False
Max Houkes,20250218-M-Brazzaville_CH-R32-Kryce_Didier_Momo_Kassa-Max_Houkes,57.7,90.9,1,True
Andrey Rublev,20250218-M-Doha-R32-Andrey_Rublev-Alexander_Bublik,74.2,81.2,3,True
Alexander Bublik,20250218-M-Doha-R32-Andrey_Rublev-Alexander_Bublik,63.6,80.0,4,False
Novak Djokovic,20250218-M-Doha-R32-Novak_Djokovic-Matteo_Berrettini,72.3,94.4,1,False
Matteo Berrettini,20250218-M-Doha-R32-Novak_Djokovic-Matteo_Berrettini,74.6,93.8,1,True
Stefanos Tsitsipas,20250218-M-Doha-R32-Stefanos_Tsitsipas-Hamad_Medjedovic,64.2,94.7,2,False
Hamad Medjedovic,20250218-M-Doha-R32-Stefanos_Tsitsipas-Hamad_Medjedovic,66.1,92.1,3,True
Andrey Rublev,20250219-M-Doha-R16-Andrey_Rublev-Nuno_Borges,81.6,100.0,0,True
Nuno Borges,20250219-M-Doha-R16-Andrey_Rublev-Nuno_Borges,76.9,83.3,2,False
Botic Van De Zandschulp,20250219-M-Doha-R16-Botic_Van_De_Zandschulp-Alex_De_Minaur,48.0,89.7,4,False
Alex De Minaur,20250219-M-Doha-R16-Botic_Van_De_Zandschulp-Alex_De_Minaur,48.6,91.7,3,True
Fabian Marozsan,20250219-M-Doha-R16-Fabian_Marozsan-Jiri_Lehecka,62.1,90.9,2,False
Jiri Lehecka,20250219-M-Doha-R16-Fabian_Marozsan-Jiri_Lehecka,71.7,100.0,0,True
Luca Nardi,20250219-M-Doha-R16-Luca_Nardi-Carlos_Alcaraz,62.4,81.2,6,False
Carlos Alcaraz,20250219-M-Doha-R16-Luca_Nardi-Carlos_Alcaraz,68.5,100.0,0,True
Tallon Griekspoor,20250219-M-Doha-R16-Tallon_Griekspoor-Matteo_Berrettini,78.9,91.3,2,False
Matteo Berrettini,20250219-M-Doha-R16-Tallon_Griekspoor-Matteo_Berrettini,75.0,91.7,2,True
Zizou Bergs,20250219-M-Doha-R16-Zizou_Bergs-Daniil_Medvedev,70.5,84.6,2,False
Daniil Medvedev,20250219-M-Doha-R16-Zizou_Bergs-Daniil_Medvedev,75.0,77.8,2,True
Andrey Rublev,20250220-M-Doha-QF-Andrey_Rublev-Alex_De_Minaur,72.0,96.2,1,True
Alex De Minaur,20250220-M-Doha-QF-Andrey_Rublev-Alex_De_Minaur,58.8,93.6,3,False
Jiri Lehecka,20250220-M-Doha-QF-Jiri_Lehecka-Carlos_Alcaraz,63.5,94.3,2,True
Carlos Alcaraz,20250220-M-Doha-QF-Jiri_Lehecka-Carlos_Alcaraz,69.7,87.0,3,False
Andrey Rublev,20250222-M-Doha-F-Andrey_Rublev-Jack_Draper,68.2,100.0,0,True
Jack Draper,20250222-M-Doha-F-Andrey_Rublev-Jack_Draper,65.6,93.5,2,False
Alexandre Muller,20250223-M-Rio_de_Janeiro-F-Alexandre_Muller-Sebastian_Baez,68.1,86.4,3,False
Sebastian Baez,20250223-M-Rio_de_Janeiro-F-Alexandre_Muller-Sebastian_Baez,70.2,100.0,0,True
Casper Ruud,20250224-M-Acapulco-R32-Casper_Ruud-Arthur_Rinderknech,78.9,100.0,0,True
